image URN	page URN
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0319	urn:cite:ogl:1883grclat1_v2.page.292
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0320	urn:cite:ogl:1883grclat1_v2.page.293
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0321	urn:cite:ogl:1883grclat1_v2.page.294
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0322	urn:cite:ogl:1883grclat1_v2.page.295
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0323	urn:cite:ogl:1883grclat1_v2.page.296
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0324	urn:cite:ogl:1883grclat1_v2.page.297
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0325	urn:cite:ogl:1883grclat1_v2.page.298
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0326	urn:cite:ogl:1883grclat1_v2.page.299
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0327	urn:cite:ogl:1883grclat1_v2.page.300
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0328	urn:cite:ogl:1883grclat1_v2.page.301
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0329	urn:cite:ogl:1883grclat1_v2.page.302
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0330	urn:cite:ogl:1883grclat1_v2.page.303
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0331	urn:cite:ogl:1883grclat1_v2.page.304
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0332	urn:cite:ogl:1883grclat1_v2.page.305
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0333	urn:cite:ogl:1883grclat1_v2.page.306
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0334	urn:cite:ogl:1883grclat1_v2.page.307
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0335	urn:cite:ogl:1883grclat1_v2.page.308
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0336	urn:cite:ogl:1883grclat1_v2.page.309
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0337	urn:cite:ogl:1883grclat1_v2.page.310
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0338	urn:cite:ogl:1883grclat1_v2.page.311
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0339	urn:cite:ogl:1883grclat1_v2.page.312
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0340	urn:cite:ogl:1883grclat1_v2.page.313
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0341	urn:cite:ogl:1883grclat1_v2.page.314
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0342	urn:cite:ogl:1883grclat1_v2.page.315
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0343	urn:cite:ogl:1883grclat1_v2.page.316
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0344	urn:cite:ogl:1883grclat1_v2.page.317
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0345	urn:cite:ogl:1883grclat1_v2.page.318
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0346	urn:cite:ogl:1883grclat1_v2.page.319
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0347	urn:cite:ogl:1883grclat1_v2.page.320
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0348	urn:cite:ogl:1883grclat1_v2.page.321
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0349	urn:cite:ogl:1883grclat1_v2.page.322
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0350	urn:cite:ogl:1883grclat1_v2.page.323
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0351	urn:cite:ogl:1883grclat1_v2.page.324
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0352	urn:cite:ogl:1883grclat1_v2.page.325
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0353	urn:cite:ogl:1883grclat1_v2.page.326
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0354	urn:cite:ogl:1883grclat1_v2.page.327
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0355	urn:cite:ogl:1883grclat1_v2.page.328
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0356	urn:cite:ogl:1883grclat1_v2.page.329
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0357	urn:cite:ogl:1883grclat1_v2.page.330
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0358	urn:cite:ogl:1883grclat1_v2.page.331
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0359	urn:cite:ogl:1883grclat1_v2.page.332
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0360	urn:cite:ogl:1883grclat1_v2.page.333
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0361	urn:cite:ogl:1883grclat1_v2.page.334
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0362	urn:cite:ogl:1883grclat1_v2.page.335
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0363	urn:cite:ogl:1883grclat1_v2.page.336
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0364	urn:cite:ogl:1883grclat1_v2.page.337
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0365	urn:cite:ogl:1883grclat1_v2.page.338
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0366	urn:cite:ogl:1883grclat1_v2.page.339
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0367	urn:cite:ogl:1883grclat1_v2.page.340
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0368	urn:cite:ogl:1883grclat1_v2.page.341
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0369	urn:cite:ogl:1883grclat1_v2.page.342
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0370	urn:cite:ogl:1883grclat1_v2.page.343
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0371	urn:cite:ogl:1883grclat1_v2.page.344
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0372	urn:cite:ogl:1883grclat1_v2.page.345
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0373	urn:cite:ogl:1883grclat1_v2.page.346
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0374	urn:cite:ogl:1883grclat1_v2.page.347
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0375	urn:cite:ogl:1883grclat1_v2.page.348
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0376	urn:cite:ogl:1883grclat1_v2.page.349
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0377	urn:cite:ogl:1883grclat1_v2.page.350
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0378	urn:cite:ogl:1883grclat1_v2.page.351
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0379	urn:cite:ogl:1883grclat1_v2.page.352
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0380	urn:cite:ogl:1883grclat1_v2.page.353
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0381	urn:cite:ogl:1883grclat1_v2.page.354
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0382	urn:cite:ogl:1883grclat1_v2.page.355
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0383	urn:cite:ogl:1883grclat1_v2.page.356
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0384	urn:cite:ogl:1883grclat1_v2.page.357
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0385	urn:cite:ogl:1883grclat1_v2.page.358
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0386	urn:cite:ogl:1883grclat1_v2.page.359
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0387	urn:cite:ogl:1883grclat1_v2.page.360
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0388	urn:cite:ogl:1883grclat1_v2.page.361
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0389	urn:cite:ogl:1883grclat1_v2.page.362
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0390	urn:cite:ogl:1883grclat1_v2.page.363
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0391	urn:cite:ogl:1883grclat1_v2.page.364
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0392	urn:cite:ogl:1883grclat1_v2.page.365
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0393	urn:cite:ogl:1883grclat1_v2.page.366
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0394	urn:cite:ogl:1883grclat1_v2.page.367
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0395	urn:cite:ogl:1883grclat1_v2.page.368
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0396	urn:cite:ogl:1883grclat1_v2.page.369
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0397	urn:cite:ogl:1883grclat1_v2.page.370
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0398	urn:cite:ogl:1883grclat1_v2.page.371
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0399	urn:cite:ogl:1883grclat1_v2.page.372
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0400	urn:cite:ogl:1883grclat1_v2.page.373
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0401	urn:cite:ogl:1883grclat1_v2.page.374
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0402	urn:cite:ogl:1883grclat1_v2.page.375
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0403	urn:cite:ogl:1883grclat1_v2.page.376
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0404	urn:cite:ogl:1883grclat1_v2.page.377
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0405	urn:cite:ogl:1883grclat1_v2.page.378
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0406	urn:cite:ogl:1883grclat1_v2.page.379
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0407	urn:cite:ogl:1883grclat1_v2.page.380
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0408	urn:cite:ogl:1883grclat1_v2.page.381
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0409	urn:cite:ogl:1883grclat1_v2.page.382
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0410	urn:cite:ogl:1883grclat1_v2.page.383
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0411	urn:cite:ogl:1883grclat1_v2.page.384
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0412	urn:cite:ogl:1883grclat1_v2.page.385
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0413	urn:cite:ogl:1883grclat1_v2.page.386
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0414	urn:cite:ogl:1883grclat1_v2.page.387
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0415	urn:cite:ogl:1883grclat1_v2.page.388
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0416	urn:cite:ogl:1883grclat1_v2.page.389
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0417	urn:cite:ogl:1883grclat1_v2.page.390
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0418	urn:cite:ogl:1883grclat1_v2.page.391
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0419	urn:cite:ogl:1883grclat1_v2.page.392
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0420	urn:cite:ogl:1883grclat1_v2.page.393
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0421	urn:cite:ogl:1883grclat1_v2.page.394
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0422	urn:cite:ogl:1883grclat1_v2.page.395
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0423	urn:cite:ogl:1883grclat1_v2.page.396
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0424	urn:cite:ogl:1883grclat1_v2.page.397
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0425	urn:cite:ogl:1883grclat1_v2.page.398
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0426	urn:cite:ogl:1883grclat1_v2.page.399
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0427	urn:cite:ogl:1883grclat1_v2.page.400
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0428	urn:cite:ogl:1883grclat1_v2.page.401
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0429	urn:cite:ogl:1883grclat1_v2.page.402
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0430	urn:cite:ogl:1883grclat1_v2.page.403
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0431	urn:cite:ogl:1883grclat1_v2.page.404
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0432	urn:cite:ogl:1883grclat1_v2.page.405
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0433	urn:cite:ogl:1883grclat1_v2.page.406
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0434	urn:cite:ogl:1883grclat1_v2.page.407
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0435	urn:cite:ogl:1883grclat1_v2.page.408
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0436	urn:cite:ogl:1883grclat1_v2.page.409
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0437	urn:cite:ogl:1883grclat1_v2.page.410
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0438	urn:cite:ogl:1883grclat1_v2.page.411
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0439	urn:cite:ogl:1883grclat1_v2.page.412
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0440	urn:cite:ogl:1883grclat1_v2.page.413
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0441	urn:cite:ogl:1883grclat1_v2.page.414
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0442	urn:cite:ogl:1883grclat1_v2.page.415
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0443	urn:cite:ogl:1883grclat1_v2.page.416
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0444	urn:cite:ogl:1883grclat1_v2.page.417
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0445	urn:cite:ogl:1883grclat1_v2.page.418
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0446	urn:cite:ogl:1883grclat1_v2.page.419
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0447	urn:cite:ogl:1883grclat1_v2.page.420
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0448	urn:cite:ogl:1883grclat1_v2.page.421
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0449	urn:cite:ogl:1883grclat1_v2.page.422
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0450	urn:cite:ogl:1883grclat1_v2.page.423
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0451	urn:cite:ogl:1883grclat1_v2.page.424
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0452	urn:cite:ogl:1883grclat1_v2.page.425
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0453	urn:cite:ogl:1883grclat1_v2.page.426
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0454	urn:cite:ogl:1883grclat1_v2.page.427
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0455	urn:cite:ogl:1883grclat1_v2.page.428
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0456	urn:cite:ogl:1883grclat1_v2.page.429
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0457	urn:cite:ogl:1883grclat1_v2.page.430
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0458	urn:cite:ogl:1883grclat1_v2.page.431
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0459	urn:cite:ogl:1883grclat1_v2.page.432
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0460	urn:cite:ogl:1883grclat1_v2.page.433
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0461	urn:cite:ogl:1883grclat1_v2.page.434
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0462	urn:cite:ogl:1883grclat1_v2.page.435
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0463	urn:cite:ogl:1883grclat1_v2.page.436
urn:cite:ogl:1883grclat1_v2.img.heiberg_1884_v2_1_0464	urn:cite:ogl:1883grclat1_v2.page.437